-2.018851041793823242e+00,-2.065479755401611328e+00,-2.204710245132446289e+00,-2.448302030563354492e+00,-2.732971191406250000e+00
-2.018734455108642578e+00,-2.065316438674926758e+00,-2.204922437667846680e+00,-2.448160886764526367e+00,-2.732996463775634766e+00
-2.018810510635375977e+00,-2.065564632415771484e+00,-2.204375505447387695e+00,-2.448013305664062500e+00,-2.733023643493652344e+00
-2.018780469894409180e+00,-2.065569162368774414e+00,-2.204556941986083984e+00,-2.448367595672607422e+00,-2.732819795608520508e+00
-2.018831014633178711e+00,-2.065386772155761719e+00,-2.204761505126953125e+00,-2.448312520980834961e+00,-2.732909440994262695e+00
-2.018870115280151367e+00,-2.065540552139282227e+00,-2.204899311065673828e+00,-2.448244333267211914e+00,-2.732748746871948242e+00
-2.018905639648437500e+00,-2.065545558929443359e+00,-2.204918146133422852e+00,-2.448243141174316406e+00,-2.732968807220458984e+00
-2.018773794174194336e+00,-2.065508365631103516e+00,-2.204633474349975586e+00,-2.448245048522949219e+00,-2.733079671859741211e+00
-2.018789529800415039e+00,-2.065327644348144531e+00,-2.204586505889892578e+00,-2.448229074478149414e+00,-2.732842445373535156e+00
-2.018820762634277344e+00,-2.065348148345947266e+00,-2.204807996749877930e+00,-2.448248147964477539e+00,-2.732823371887207031e+00
